20170001,2017,93,"In Lady Bird; Greta Gerwig reveals herself to be a bold new cinematic voice with her directorial debut; excavating both the humor and pathos in the turbulent bond between a mother and her teenage daughter. Christine ""Lady Bird"" McPherson (Saoirse Ronan) fights against but is exactly like her wildly loving; deeply opinionated and strong-willed mom (Laurie Metcalf); a nurse working tirelessly to keep her family afloat after Lady Bird's father (Tracy Letts) loses his job. Set in Sacramento; California in 2002; amidst a rapidly shifting American economic landscape; Lady Bird is an affecting look at the relationships that shape us; the beliefs that define us; and the unmatched beauty of a place called home."
20170002,2017,104,Now that Chris and his girlfriend; Rose; have reached the meet-the-parents milestone of dating; she invites him for a weekend getaway upstate with Missy and Dean. At first; Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship; but as the weekend progresses; a series of increasingly disturbing discoveries lead him to a truth that he could have never imagined.
20170003,2017,141,An Amazon princess (Gal Gadot) finds her idyllic life on an island occupied only by female warriors interrupted when a pilot (Chris Pine) crash-lands nearby. After rescuing him; she learns that World War I is engulfing the planet; and vows to use her superpowers to restore peace. Directed by Patty Jenkins (Monster).
20170004,2017,107,Acclaimed auteur Christopher Nolan directs this World War II thriller about the evacuation of Allied troops from the French city of Dunkirk before Nazi forces can take hold. Tom Hardy; Kenneth Branagh and Mark Rylance co-star; with longtime Nolan collaborator Hans Zimmer providing the score.
20170005,2017,109,Despite his family's baffling generations-old ban on music; Miguel (voice of newcomer Anthony Gonzalez) dreams of becoming an accomplished musician like his idol; Ernesto de la Cruz (voice of Benjamin Bratt). Desperate to prove his talent; Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way; he meets charming trickster Hector (voice of Gael García Bernal); and together; they set off on an extraordinary journey to unlock the real story behind Miguel's family history.
20170006,2017,119,From master story teller; Guillermo del Toro; comes THE SHAPE OF WATER - an other-worldly fairy tale; set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works; lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon; Richard Jenkins; Doug Jones and Michael Stuhlbarg.
20170007,2017,130,"In Marvel Studios' ""Thor: Ragnarok;"" Thor is imprisoned on the other side of the universe without his mighty hammer and finds himself in a race against time to get back to Asgard to stop Ragnarok--the destruction of his homeworld and the end of Asgardian civilization--at the hands of an all-powerful new threat; the ruthless Hela. But first he must survive a deadly gladiatorial contest that pits him against his former ally and fellow Avenger--the Incredible Hulk!"
20170008,2017,135,It's 2029. Mutants are gone--or very nearly so. An isolated; despondent Logan is drinking his days away in a hideout on a remote stretch of the Mexican border; picking up petty cash as a driver for hire. His companions in exile are the outcast Caliban and an ailing Professor X; whose singular mind is plagued by worsening seizures. But Logan's attempts to hide from the world and his legacy abruptly end when a mysterious woman appears with an urgent request--that Logan shepherd an extraordinary young girl to safety. Soon; the claws come out as Logan must face off against dark forces and a villain from his own past on a live-or-die mission; one that will set the time-worn warrior on a path toward fulfilling his destiny.
20170009,2017,119,Based on the real-life courtship between Kumail Nanjiani and Emily V. Gordon; THE BIG SICK tells the story of Pakistan-born aspiring comedian Kumail (Nanjiani); who connects with grad student Emily (Kazan) after one of his standup sets. However; what they thought would be just a one-night stand blossoms into the real thing; which complicates the life that is expected of Kumail by his traditional Muslim parents. When Emily is beset with a mystery illness; it forces Kumail to navigate the medical crisis with her parents; Beth and Terry (Holly Hunter and Ray Romano) who he's never met; while dealing with the emotional tug-of-war between his family and his heart. THE BIG SICK is directed by Michael Showalter (HELLO MY NAME IS DORIS) and producer by Judd Apatow (TRAINWRECK; THIS IS 40) and Barry Mendel (TRAINWRECK; THE ROYAL TENENBAUMS).
20170010,2017,152,In Lucasfilm's Star Wars: The Last Jedi; the Skywalker saga continues as the heroes of The Force Awakens join the galactic legends in an epic adventure that unlocks age-old mysteries of the Force and shocking revelations of the past.
20170011,2017,113,A talented; young getaway driver (Ansel Elgort) relies on the beat of his personal soundtrack to be the best in the game. But after being coerced into working for a crime boss (Kevin Spacey); he must face the music when a doomed heist threatens his life; love and freedom.
20170012,2017,140,In War for the Planet of the Apes; the third chapter of the critically acclaimed blockbuster franchise; Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses; Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face; Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.
20170013,2017,115,The Florida Project tells the story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder; possibility and a sense of adventure while the adults around them struggle with hard times.
20170014,2017,133,A young Peter Parker/Spider-Man (Tom Holland); who made his sensational debut in Captain America: Civil War; begins to navigate his newfound identity as the web-slinging super hero in Spider-Man: Homecoming. Thrilled by his experience with the Avengers; Peter returns home; where he lives with his Aunt May (Marisa Tomei); under the watchful eye of his new mentor Tony Stark (Robert Downey; Jr.). Peter tries to fall back into his normal daily routine--distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man--but when the Vulture (Michael Keaton) emerges as a new villain; everything that Peter holds most important will be threatened.
20170015,2017,93,In 1979; James Baldwin wrote a letter to his literary agent describing his next project; Remember This House. The book was to be a revolutionary; personal account of the lives and successive assassinations of three of his close friends-Medgar Evers; Malcolm X and Martin Luther King; Jr. At the time of Baldwin's death in 1987; he left behind only thirty completed pages of his manuscript. Now; in his incendiary new documentary; master filmmaker Raoul Peck envisions the book James Baldwin never finished. The result is a radical; up-to-the-minute examination of race in America; using Baldwin's original words and flood of rich archival material. I Am Not Your Negro is a journey into black history that connects the past of the Civil Rights movement to the present of #BlackLivesMatter. It is a film that questions black representation in Hollywood and beyond. And; ultimately; by confronting the deeper connections between the lives and assassination of these three leaders; Baldwin and Peck have produced a work that challenges the very definition of what America stands for.
20170016,2017,115,THREE BILLBOARDS OUTSIDE EBBING; MISSOURI is a darkly comic drama from Academy Award winner Martin McDonagh (IN BRUGES). After months have passed without a culprit in her daughter's murder case; Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move; painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson); the town's revered chief of police. When his second-in-command Officer Dixon (Sam Rockwell); an immature mother's boy with a penchant for violence; gets involved; the battle between Mildred and Ebbing's law enforcement is only exacerbated.
20170017,2017,127,HIDDEN FIGURES is the incredible untold story of Katherine G. Johnson (Taraji P. Henson); Dorothy Vaughan (Octavia Spencer) and Mary Jackson (Janelle Monáe)-brilliant African-American women working at NASA; who served as the brains behind one of the greatest operations in history: the launch of astronaut John Glenn into orbit; a stunning achievement that restored the nation's confidence; turned around the Space Race; and galvanized the world. The visionary trio crossed all gender and race lines to inspire generations to dream big.
20170018,2017,164,Thirty years after the events of the first film; a new blade runner; LAPD Officer K (Ryan Gosling); unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford); a former LAPD blade runner who has been missing for 30 years.
20170019,2017,104,"The real life story of writer/director Tommy Wiseau; the man behind what is often referred to as ""The Citizen Kane of Bad Movies;"" The Room; is brought to life; chronicling the odd film's troubled development and eventual cult success."
20170020,2017,134,Set in the rural American South during World War II; Dee Rees' Mudbound is an epic story of two families pitted against one another by a ruthless social hierarchy; yet bound together by the shared farmland of the Mississippi Delta. Mudbound follows the McAllan family; newly transplanted from the quiet civility of Memphis and unprepared for the harsh demands of farming. Despite the grandiose dreams of Henry; his wife Laura struggles to keep the faith in her husband's losing venture. Meanwhile; Hap and Florence Jackson - sharecroppers who have worked the land for generations - struggle bravely to build a small dream of their own despite the rigidly enforced social barriers they face. The war upends both families' plans as their returning loved ones; Jamie McAllan and Ronsel Jackson; forge a fast but uneasy friendship that challenges the brutal realities of the Jim Crow South in which they live.
20170021,2017,90,Agnès Varda and JR have things in common: a passion for and the exploration of images in general; and more precisely; for places and for ways of showing; sharing; and exhibiting them. Agnès chose cinema. JR chose to create open air photography galleries. When Agnès and JR met in 2015; they immediately wanted to work together; to shoot a film in France; far from cities; during a trip in JR's photographic (and magical) truck. Through chance encounters and prepared projects; they reached out to others; listening to them; photographing them; and sometimes putting them on posters. This film also tells the story of Agnès and JR's friendship; which grew stronger throughout the film shoot; between surprises and teasing; and while laughing about their differences.
20170022,2017,66,After his mother's sudden death; Zucchini is befriended by a police officer; Raymond; who accompanies him to his new foster home; filled with other orphans his age. At first he struggles to find his place in this at times strange and hostile environment. But with Raymond's help and his newfound friends; Zucchini eventually learns to trust and love; as he searches for a new family of his own. Brought to life through striking character designs and expressive stop-motion animation; the story soars with laughter; sorrow; and joy; and stands as a testament to the resilience of the human heart. Beginning with its debut at Cannes; the film has stirred up an overwhelming response on the festival circuit; taking home top jury and audience prizes at Annecy; Melbourne and Angoulême; as it prepares to melt hearts in North America with its premiere at Toronto.
20170023,2017,125,Forced to leave their apartment due to a dangerous construction project in a neighboring building; a young Iranian couple moves to the center of Tehran where they become embroiled in a life-altering situation involving the previous tenant. Directed by Asghar Farhadi; who also helmed the Oscar-winning feature A Separation.
20170024,2017,119,Trying to reverse a family curse; brothers Jimmy (Channing Tatum) and Clyde Logan (Adam Driver) set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.
20170025,2017,90,"In the irreverent spirit of fun that made ""The LEGO (R) Movie"" a worldwide phenomenon; the self-described leading man of that ensemble - LEGO Batman - stars in his own big-screen adventure: ""The LEGO (R) Batman Movie."" But there are big changes brewing in Gotham; and if he wants to save the city from The Joker's hostile takeover; Batman may have to drop the lone vigilante thing; try to work with others and maybe; just maybe; learn to lighten up."
20170026,2017,146,In Paris in the early 1990s; a group of activists goes to battle for those stricken with HIV/AIDS; taking on sluggish government agencies and major pharmaceutical companies in bold; invasive actions. The organization is ACT UP; and its members; many of them gay and HIV-positive; embrace their mission with a literal life-or-death urgency. Amid rallies; protests; fierce debates and ecstatic dance parties; the newcomer Nathan falls in love with Sean; the group's radical firebrand; and their passion sparks against the shadow of mortality as the activists fight for a breakthrough.
20170027,2017,104,Johnny Saxby (Josh O'Connor) works long hours in brutal isolation on his family's remote farm in the north of England. He numbs the daily frustration of his lonely existence with nightly binge-drinking at the local pub and casual sex. When a handsome Romanian migrant worker (Alec Secareanu) arrives to take up temporary work on the family farm; Johnny suddenly finds himself having to deal with emotions he has never felt before. An intense relationship forms between the two which could change Johnny's life forever.
20170028,2017,79,"KEDi is not a documentary about house cats or the strays you occasionally see in your back yard. KEDi is a film about the hundreds of thousands of cats who have roamed the metropolis of Istanbul freely for thousands of years; wandering in and out of people's lives; impacting them in ways only an animal who lives between the worlds of the wild and the tamed can. Cats and their kittens bring joy and purpose to those they choose; giving people an opportunity to reflect on life and their place in it. In Istanbul; cats are the mirrors to ourselves. ""Cats - tabbies; calicos; angoras; Norwegian forest cats; ginger cats; grey cats; black cats; white cats; black and white cats - all kinds of cats; roam the city; free; without a human master. Some fend for themselves; scavenging from dumpsters; living in abandoned buildings; others are cared for by communities of people; pampered with the best cat food and given shelter for the cold months. Cats have been a part of the city for thousands of years; and so; everyone who grows up in Istanbul or lives in Istanbul has a story about a cat. Stories that are memorable; sometimes scary; sometimes spiritual; but always very personal. Street cats are such a big part of the culture that when US president Barack Obama visited Istanbul; part of his tour included a stop at the Hagia Sophia to visit its famous cat; Gli. Cats are as integral to the identity of Istanbul as its monuments; the Bosporus; tea; raki and fish restaurants."" Ceyda Torun"
20170029,2017,86,"LUCKY follows the spiritual journey of a 90-year-old atheist and the quirky characters that inhabit his off the map desert town. Having out lived and out smoked all of his contemporaries; the fiercely independent Lucky finds himself at the precipice of life; thrust into a journey of self exploration; leading towards that which is so often unattainable: enlightenment. Acclaimed character actor John Carroll Lynch's directorial debut ""Lucky""; is at once a love letter to the life and career of Harry Dean Stanton as well as a meditation on morality; loneliness; spirituality; and human connection."
20170030,2017,137,"Set to the all-new sonic backdrop of Awesome Mixtape #2; Marvel Studios' ""Guardians of the Galaxy Vol. 2"" continues the team's adventures as they traverse the outer reaches of the cosmos. The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage. Old foes become new allies and fan-favorite characters from the classic comics will come to our heroes' aid as the Marvel Cinematic Universe continues to expand."
20170031,2017,87,With A GHOST STORY; acclaimed director David Lowery (AIN'T THEM BODIES SAINTS; PETE'S DRAGON) returns with a singular exploration of legacy; loss; and the essential human longing for meaning and connection. Recently deceased; a white-sheeted ghost (Academy Award-winner Casey Affleck) returns to his suburban home to console his bereft wife (Academy Award-nominee Rooney Mara); only to find that in his spectral state he has become unstuck in time; forced to watch passively as the life he knew and the woman he loves slowly slip away. Increasingly unmoored; the ghost embarks on a cosmic journey through memory and history; confronting life's ineffable questions and the enormity of existence. An unforgettable meditation on love and grief; A GHOST STORY emerges ecstatic and surreal - a wholly unique experience that lingers long after the credits roll.
